Latency,Length of Numbers
0.05771133297821507,10
0.03991679102182388,10
0.04334491596091539,10
0.04005287500331178,10
0.041547459026332945,10
0.039031833002809435,10
0.04063508298713714,10
0.04073104198323563,10
0.038430333021096885,10
0.041682915994897485,10
0.04087341600097716,10
0.044997416029218584,10
0.04593433300033212,10
0.042838833993300796,10
0.04533820797223598,10
0.04201291699428111,10
0.04591574997175485,10
0.04410133301280439,10
0.04475712502608076,10
0.039196499972604215,10
0.04342683299910277,10
0.04011858400190249,10
0.04174408398102969,10
0.04305562499212101,10
0.04050487501081079,10
0.038181457959581167,10
0.04138033394701779,10
0.04269920801743865,10
0.050517374998889863,10
0.04242537502432242,10
0.04311874997802079,10
0.04767449997598305,10
0.044481499993707985,10
0.03891824994934723,10
0.04147300001932308,10
0.038904957997146994,10
0.04022849997272715,10
0.04565924999769777,10
0.04035441699670628,10
0.04432270803954452,10
0.04470866697374731,10
0.04088487499393523,10
0.03994995797984302,10
0.04261104197939858,10
0.03831224999157712,10
0.04571629100246355,10
0.0400435840128921,10
0.04088991699973121,10
0.04000516701489687,10
0.10217954096151516,10
0.04902220901567489,10
0.04266004095552489,10
0.03878262505168095,10
0.03791774995625019,10
0.044287333032116294,10
0.04029270802857354,10
0.041270916000939906,10
0.0414249169989489,10
0.04039820795878768,10
0.038697958982083946,10
0.04232737503480166,10
0.03807779197813943,10
0.041975125030148774,10
0.037432707962580025,10
0.04023195902118459,10
0.04012041602982208,10
0.03980379196582362,10
0.04006241698516533,10
0.04124108300311491,10
0.04441620799480006,10
0.038635917007923126,10
0.040059167018625885,10
0.04329091601539403,10
0.03936612501274794,10
0.03922320797573775,10
0.041188000002875924,10
0.04044358403189108,10
0.04163675004383549,10
0.04245554201770574,10
0.04095249995589256,10
0.04494808299932629,10
0.04230733402073383,10
0.03975766699295491,10
0.0448374169645831,10
0.043564625026192516,10
0.04055212502134964,10
0.04386754200095311,10
0.04069058399181813,10
0.04069991601863876,10
0.05739570898003876,10
0.05149654200067744,10
0.04737924999790266,10
0.0442336659762077,10
0.04140620800899342,10
0.040480999974533916,10
0.0427647500182502,10
0.0437584170140326,10
0.0415555409854278,10
0.03852087497944012,10
0.04319245897931978,10
0.043123000010382384,10
0.04495316697284579,10
0.04016770899761468,10
0.039787499990779907,10
0.041816000011749566,10
0.040449291991535574,10
0.04104595800163224,10
0.039896000002045184,10
0.039570167020428926,10
0.04067016701446846,10
0.04099649999989197,10
0.039608457998838276,10
0.03856108302716166,10
0.05321520898723975,10
0.03782462503295392,10
0.040918084036093205,10
0.04345024999929592,10
0.04141849995357916,10
0.041836332995444536,10
0.043785208952613175,10
0.04209200001787394,10
0.04130679200170562,10
0.04280379100237042,10
0.044536667002830654,10
0.05363579100230709,10
0.041287000000011176,10
0.0400618749554269,10
0.03807304101064801,10
0.04272995801875368,10
0.04155666701262817,10
0.039310207997914404,10
0.040244749980047345,10
0.03842429199721664,10
0.040421292011160403,10
0.03963449998991564,10
0.043855874973814934,10
0.03789716702885926,10
0.0415754999849014,10
0.0457018330343999,10
0.048539332987274975,10
0.042910666030365974,10
0.043292125046718866,10
0.04864100000122562,10
0.04180141701363027,10
0.04219358303816989,10
0.039119332970585674,10
0.040725500031840056,10
0.0488294999813661,10
0.041056625021155924,10
0.0428840410313569,10
0.041858665994368494,10
0.04150079103419557,10
0.041617166018113494,10
0.047836875019129366,10
0.04560266702901572,10
0.03895170800387859,10
0.03977504197973758,10
0.039232624985743314,10
0.04043066600570455,10
0.042371208022814244,10
0.042856582964304835,10
0.04393037501722574,10
0.04276354203466326,10
0.041479166015051305,10
0.04346566699678078,10
0.041386458033230156,10
0.04060116596519947,10
0.04232683399459347,10
0.039171500015072525,10
0.042314124992117286,10
0.054526542022358626,10
0.04398233303800225,10
0.03872066701296717,10
0.04404683399479836,10
0.04102391703054309,10
0.040518791996873915,10
0.045780249987728894,10
0.043534333002753556,10
0.04380866698920727,10
0.04087058297591284,10
0.038056874996982515,10
0.038118875003419816,10
0.050151500036008656,10
0.04191299999365583,10
0.046744166989810765,10
0.045624124992173165,10
0.04745279101189226,10
0.03882941696792841,10
0.03903212503064424,10
0.039242375001776963,10
0.04086341703077778,10
0.04135866696015,10
0.04021637496771291,10
0.03954987495671958,10
0.049736542045138776,10
0.04319975001271814,10
0.04567224998027086,10
0.04153929103631526,10
0.044112709001637995,10
0.04613025003345683,10
0.0460326669854112,10
0.043914042005781084,10
0.042797916976269335,10
0.03998641698854044,10
0.039165667025372386,10
0.03919924999354407,10
0.04231062496546656,10
0.03792474995134398,10
0.04140583297703415,10
0.039927041972987354,10
0.043753292004112154,10
0.040830250014550984,10
0.049042749975342304,10
0.041139959008432925,10
0.048353707999922335,10
0.044098083046264946,10
0.04586058302083984,10
0.04011812497628853,10
0.061340500018559396,10
0.04485558398300782,10
0.045396167028229684,10
0.04835120897041634,10
0.044628583011217415,10
0.043700542009901255,10
0.04443224996794015,10
0.04510912497062236,10
0.043700375012122095,10
0.04209537501446903,10
0.04533300001639873,10
0.045785667025484145,10
0.04239675001008436,10
0.05077133304439485,10
0.04603379196487367,10
0.044461249955929816,10
0.043651207990478724,10
0.044026374991517514,10
0.04212004196597263,10
0.04325783398235217,10
0.04547875002026558,10
0.046455000003334135,10
0.04862370801856741,10
0.04362587496871129,10
0.04384229198331013,10
0.04562124999938533,10
0.047126458026468754,10
0.05084687500493601,10
0.041322208009660244,10
0.04294991702772677,10
0.04542679205769673,10
0.047601208032574505,10
0.041681792004965246,10
