Latency,Length of Numbers
0.1381793749751523,100000
0.1046246670302935,100000
0.09753070899751037,100000
0.10955433297203854,100000
0.11555120802950114,100000
0.08496541704516858,100000
0.09447566600283608,100000
0.09353429201291874,100000
0.11114258301677182,100000
0.0832633749814704,100000
0.10940249997656792,100000
0.10531820799224079,100000
0.09725308400811628,100000
0.21721537498524413,100000
0.08174529200186953,100000
0.08831095800269395,100000
0.08927629102254286,100000
0.08793283300474286,100000
0.11265658296179026,100000
0.08433079201495275,100000
0.08942387497518212,100000
0.10287433298071846,100000
0.09848237503319979,100000
0.09539395797764882,100000
0.1122767089982517,100000
0.09623687498969957,100000
0.09364970895694569,100000
0.08747608301928267,100000
0.0946901660063304,100000
0.09802199999103323,100000
0.09680304198991507,100000
0.0938840419985354,100000
0.08889579103561118,100000
0.10048495803494006,100000
0.09416154201608151,100000
0.1328258749563247,100000
0.09487945900764316,100000
0.0851017499808222,100000
0.08100983401527628,100000
0.09178412496112287,100000
0.08227025001542643,100000
0.10225499997613952,100000
0.0918735419982113,100000
0.10084187495522201,100000
0.10228570795152336,100000
0.08515691600041464,100000
0.10303633299190551,100000
0.09046799998031929,100000
0.09461433399701491,100000
0.08839379099663347,100000
0.09149233298376203,100000
0.0788583749672398,100000
0.09293337498093024,100000
0.08731441694544628,100000
0.08691112499218434,100000
0.10518870898522437,100000
0.09752920898608863,100000
0.08063908299664035,100000
0.10075504198903218,100000
0.09683608403429389,100000
0.10718041699146852,100000
0.07902549998834729,100000
0.07932512502884492,100000
0.10194325004704297,100000
0.09936258394736797,100000
0.0958855000208132,100000
0.09657499997410923,100000
0.08567200001562014,100000
0.08960370905697346,100000
0.08882612496381626,100000
0.1087398329982534,100000
0.08903329097665846,100000
0.09583700000075623,100000
0.12332166702253744,100000
0.08730262500466779,100000
0.09797033399809152,100000
0.13320091704372317,100000
0.09103875001892447,100000
0.0862927499692887,100000
0.0863521249848418,100000
0.08575891703367233,100000
0.0888298749923706,100000
0.07955620798747987,100000
0.09470462502213195,100000
0.09520320798037574,100000
0.10748891602270305,100000
0.09462791704572737,100000
0.09001916699344292,100000
0.08191799995256588,100000
0.0993026249925606,100000
0.09136058302829042,100000
0.08412016701186076,100000
0.08703054202487692,100000
0.0941940420307219,100000
0.080740750010591,100000
0.14959312498103827,100000
0.09347904199967161,100000
0.09052112500648946,100000
0.08477291697636247,100000
0.08721387496916577,100000
