Latency,Length of Numbers
0.10726408299524337,10
0.08314412500476465,10
0.09472824999829754,10
0.07895737502258271,10
0.07571783399907872,10
0.09977662499295548,10
0.10026629199273884,10
0.08908674999838695,10
0.08314512501237914,10
0.06838804204016924,10
0.08097712497692555,10
0.08311008295277134,10
0.08145958400564268,10
0.08203054103069007,10
0.07846733299084008,10
0.07813529099803418,10
0.08354987495113164,10
0.07809158298186958,10
0.0804617500398308,10
0.0849176250048913,10
0.085532917000819,10
0.07405958400340751,10
0.07704991602804512,10
0.08655079099116847,10
0.1040529579622671,10
0.0897595839924179,10
0.07129483297467232,10
0.07533812499605119,10
0.07589495799038559,10
0.08956824999768287,10
0.11003050004364923,10
0.08128870895598084,10
0.08265066699823365,10
0.08848704199772328,10
0.10081683401949704,10
0.08481383300386369,10
0.0982080830144696,10
0.08543799998005852,10
0.09271075000287965,10
0.08544375002384186,10
0.08297312504146248,10
0.08897495898418128,10
0.08443516702391207,10
0.08719283301616088,10
0.0750727920094505,10
0.08026074996450916,10
0.08433879195945337,10
0.099752374982927,10
0.14241529098944739,10
0.08547487499890849,10
0.08898883400252089,10
0.08817416697274894,10
0.09257770801195875,10
0.08323054196080193,10
0.09010224998928607,10
0.09013912500813603,10
0.07844991597812623,10
0.0805790419690311,10
0.08634870802052319,10
0.07972670800518245,10
0.07961195899406448,10
0.08226325002033263,10
0.07523216697154567,10
0.09431837499141693,10
0.07863037497736514,10
0.09645462495973334,10
0.08465129201067612,10
0.0821295419591479,10
0.07972100004553795,10
0.10028779198182747,10
0.0960189169854857,10
0.0806087909732014,10
0.09041241701925173,10
0.0793584999628365,10
0.11049812496639788,10
0.08512054203310981,10
0.08614816697081551,10
0.08816766599193215,10
0.13167704199440777,10
0.07449150003958493,10
0.08728758298093453,10
0.08970454195514321,10
0.07797491602832451,10
0.09004854201339185,10
0.08625904098153114,10
0.08196645899442956,10
0.12863858399214223,10
0.08521533402381465,10
0.08359150000615045,10
0.08299229200929403,10
0.0890676670242101,10
0.07392916700337082,10
0.08472016698215157,10
0.09462579200044274,10
0.08042062498861924,10
0.10358712502056733,10
0.10261095798341557,10
0.07455570803722367,10
0.07052062498405576,10
0.07329766702605411,10
0.0859749999945052,10
0.09528316702926531,10
0.07752083300147206,10
0.1095597090316005,10
0.08112908300245181,10
0.08992724999552593,10
0.07772075000684708,10
0.0854935419629328,10
0.09592491702642292,10
0.07944312499603257,10
0.09244083298835903,10
0.09825904195895419,10
0.07549141702475026,10
0.0828477080212906,10
0.08223716699285433,10
0.09135562501614913,10
0.08497658401029184,10
0.08626400004141033,10
0.08129633299540728,10
0.0740117080276832,10
0.09186770900851116,10
0.0788980420329608,10
0.07893729099305347,10
0.07023679197300225,10
0.079308416985441,10
0.07876433298224583,10
0.09233025001594797,10
0.09713579202070832,10
0.07747229095548391,10
0.09268591698491946,10
0.08685041696298867,10
0.0784875419922173,10
0.08146333298645914,10
0.07328216696623713,10
0.07703504199162126,10
0.08297470799880102,10
0.07548587495693937,10
0.08263283304404467,10
0.09482833399670199,10
0.08064204198308289,10
0.07480187498731539,10
0.09244454104918987,10
0.07900633302051574,10
0.07634533301461488,10
0.0928549169912003,10
0.08319316705456004,10
0.09535899996990338,10
0.07172825001180172,10
0.09678712498862296,10
0.09757949999766424,10
0.08038900000974536,10
0.092985833005514,10
0.0969760839943774,10
0.08851933298865333,10
0.08141691703349352,10
0.07958158297697082,10
0.10550924995914102,10
0.07580029201926664,10
0.09113541699480265,10
0.07775808300357312,10
0.080562999995891,10
0.08370766701409593,10
0.08684000000357628,10
0.10632850002730265,10
0.11812612501671538,10
0.08739641704596579,10
0.09724450000794604,10
0.08244491595542058,10
0.09458437497960404,10
0.0759331249864772,10
0.07323512498987839,10
0.07151312503265217,10
0.10844941600225866,10
0.08806291699875146,10
0.0772083749761805,10
0.0867828750051558,10
0.07707229204243049,10
0.07728249998763204,10
0.07550545898266137,10
0.09717945801094174,10
0.09772233298281208,10
0.08539129100972787,10
0.09365337499184534,10
0.08452249999390915,10
0.0807710419758223,10
0.138372709043324,10
0.13635641598375514,10
0.08072458300739527,10
0.08487987500848249,10
0.09505050000734627,10
0.09538112505106255,10
0.08085787500021979,10
0.08733299997402355,10
0.08345375000499189,10
0.07796679099556059,10
0.07814079197123647,10
0.07546770799672231,10
0.09216050000395626,10
0.08831462502712384,10
0.09068829100579023,10
0.09111141599714756,10
0.10018125001806766,10
0.09520583302946761,10
0.0793896249961108,10
0.08455279195914045,10
0.11388474999694154,10
0.08324691600864753,10
0.10437166702467948,10
0.08539550000568852,10
0.07603870803723112,10
0.09334470902103931,10
0.08797420799965039,10
0.07980041700648144,10
0.09027833299478516,10
0.08650074998149648,10
0.08286158298142254,10
0.08653891697758809,10
0.07531641697278246,10
0.07958029204746708,10
0.08936216699657962,10
0.10095633298624307,10
0.08115699997870252,10
0.11754712497349828,10
0.08062158396933228,10
0.0846754580270499,10
0.08507737499894574,10
0.09834954200778157,10
0.08673999999882653,10
0.08283650001976639,10
0.07700004201615229,10
0.08925195800838992,10
0.08415083400905132,10
0.08322037500329316,10
0.07956387498416007,10
0.08059274998959154,10
0.07860945799620822,10
0.08847320795757696,10
0.08177312498446554,10
0.07791587500832975,10
0.08652320801047608,10
0.08645575004629791,10
0.07237362500745803,10
0.08595025003887713,10
0.07841837499290705,10
0.07931400003144518,10
0.07440687500638887,10
0.08416579099139199,10
0.08026312501169741,10
0.07936920801876113,10
0.07666204200359061,10
0.08587495901156217,10
0.08261766697978601,10
0.08845879201544449,10
0.0884464579867199,10
0.0835202089510858,10
0.07537333300570026,10
0.08977854100521654,10
0.07823895802721381,10
0.07899979199282825,10
0.07740520901279524,10
0.14649424998788163,10
0.09290320897707716,10
0.10025320900604129,10
0.07693287497386336,10
0.07961770897964016,10
0.08460429101251066,10
0.09779470803914592,10
0.0778909589862451,10
0.07995037501677871,10
0.08390858402708545,10
0.08648020797409117,10
0.08653899998171255,10
0.07780633395304903,10
0.08476695802528411,10
0.08158766699489206,10
0.07782754197251052,10
0.0793689580168575,10
0.07990162499481812,10
0.0831675420049578,10
0.0798107500304468,10
0.08142108301399276,10
0.10285024996846914,10
0.08944295899709687,10
0.0798293330008164,10
0.08816245797788724,10
0.09160837501985952,10
0.07849279203219339,10
0.08060762501554564,10
0.09434087498812005,10
0.08621662500081584,10
0.07322825002484024,10
0.07313583302311599,10
0.07488766696769744,10
0.07604412501677871,10
0.07764320803107694,10
0.140479082998354,10
0.12181725003756583,10
0.09519883297616616,10
0.11790820799069479,10
0.11731366696767509,10
0.09229249996133149,10
0.08898324996698648,10
0.08641983300913125,10
0.08168129198020324,10
0.07893466704990715,10
0.08699999999953434,10
0.1030397919821553,10
0.07824337499914691,10
0.08627237495966256,10
0.09194750001188368,10
0.10794512496795505,10
0.08886108396109194,10
0.07493800000520423,10
0.08333887503249571,10
0.09431329194922,10
0.07965866598533466,10
0.20534379099262878,10
0.07827549998182803,10
0.07832154195057228,10
0.09595649997936562,10
0.07682625000597909,10
0.08138670900370926,10
0.07745070802047849,10
0.09969229099806398,10
0.08212174999061972,10
0.08660462498664856,10
0.07969175005564466,10
0.07981904200278223,10
0.09300112503115088,10
0.09455012500984594,10
0.07709291600622237,10
0.08487516699824482,10
0.09940391703275964,10
0.07997474999865517,10
0.08386500005144626,10
0.0828066670219414,10
0.09084850002545863,10
0.08960383402882144,10
0.09005575004266575,10
0.08283316699089482,10
0.16162425000220537,10
0.10717504197964445,10
0.08371516701299697,10
0.08849708404159173,10
0.0843698339886032,10
0.08322741696611047,10
0.07697741698939353,10
0.09696799999801442,10
0.08468887500930578,10
0.07769325003027916,10
0.12557891698088497,10
0.08263841702137142,10
0.09037191700190306,10
0.09634424996329471,10
0.08066179201705381,10
0.07544645800953731,10
0.07917708397144452,10
0.07614108303096145,10
0.09263037500204518,10
0.1134106669924222,10
0.08101004199124873,10
0.1280907919863239,10
0.10183695901650935,10
0.08239679201506078,10
0.08006404200568795,10
0.09235183399869129,10
0.07798854197608307,10
0.08346420794259757,10
0.07952520804246888,10
0.08579591597663239,10
0.08191837498452514,10
0.08352245803689584,10
0.0795667499769479,10
0.07628308399580419,10
0.09695483301766217,10
0.09239387494744733,10
0.07532412494765595,10
0.0808070829953067,10
0.08317041699774563,10
0.07952829101122916,10
0.08732300001429394,10
0.08471379097318277,10
0.0811649159877561,10
0.07616283296374604,10
0.08014729199931026,10
0.13535304099787027,10
0.0805644589709118,10
0.08147325000027195,10
0.12305366597138345,10
0.08099745801882818,10
0.07927983405534178,10
0.08685325004626065,10
0.07428887503920123,10
0.09029691602336243,10
0.08924062503501773,10
0.08983570797136053,10
0.0895575419999659,10
0.08026683295611292,10
0.07658516598166898,10
0.1584916670108214,10
0.07805037498474121,10
0.0871749579673633,10
0.09620687499409541,10
0.10717020800802857,10
0.07834324997384101,10
0.0815151670249179,10
0.07565908296965063,10
0.07680658402387053,10
0.08172162499977276,10
0.08008141600294039,10
0.2037985830102116,10
0.08645512501243502,10
0.07915829098783433,10
0.07490012503694743,10
0.08315604098606855,10
0.07298133301082999,10
0.08863441704306751,10
0.07935287500731647,10
0.0817885419819504,10
0.1051164580276236,10
0.0811274999869056,10
0.08375979197444394,10
0.08484966598916799,10
0.16491375002078712,10
0.08806608302984387,10
0.09340291703119874,10
0.07531983399530873,10
0.08000199997331947,10
0.08170524996239692,10
0.07193054200615734,10
0.08386600000085309,10
0.08031587494770065,10
0.08036387502215803,10
0.08174229203723371,10
0.10883529100101441,10
0.08370662503875792,10
0.08337725000455976,10
0.08020770800067112,10
0.08228629099903628,10
0.0820512089994736,10
0.08245724998414516,10
0.08193658298114315,10
0.09482941700844094,10
0.090187625028193,10
0.07971354201436043,10
0.0959814169909805,10
0.09667679201811552,10
0.08340379095170647,10
0.0915919579565525,10
0.08519316697493196,10
0.08343258302193135,10
0.08032570901559666,10
0.07840854197274894,10
0.07532029203139246,10
0.07859024999197572,10
0.08153191697783768,10
0.07668883301084861,10
0.0863978749839589,10
0.08498454099753872,10
0.07711445796303451,10
0.07983479101676494,10
0.08505508402595297,10
0.08183770900359377,10
0.08432787499623373,10
0.08543249999638647,10
0.08060058305272833,10
0.09414779202779755,10
0.08477545803179964,10
0.09559312497731298,10
0.08984487497946247,10
0.0871112080058083,10
0.08556779200443998,10
0.10788604099070653,10
0.08272062498144805,10
0.08028374996501952,10
0.08239187503932044,10
0.07932308304589242,10
0.09230295801535249,10
0.09355608397163451,10
0.0881623339955695,10
0.09787075000349432,10
0.08497450000140816,10
0.08955520897870883,10
0.08704037498682737,10
0.09163141599856317,10
0.08396270900266245,10
0.0817237920127809,10
0.07871512498240918,10
0.08107824996113777,10
0.08776829205453396,10
0.0799769579898566,10
0.07930766697973013,10
0.0918240420287475,10
0.07691779104061425,10
0.07931537501281127,10
0.07559750002110377,10
0.0831267079920508,10
0.08246587502071634,10
0.07998337497701868,10
0.08199691696790978,10
0.08110041596228257,10
0.08943129098042846,10
0.0956710419850424,10
0.09443329198984429,10
0.08229612500872463,10
0.08990683301817626,10
0.08383491600397974,10
0.15327166602946818,10
0.08865766698727384,10
0.11826558399479836,10
0.08063412498449907,10
0.12955583300208673,10
0.08034908300032839,10
0.08755229105008766,10
0.07891362498048693,10
0.09223050001310185,10
0.13423000002512708,10
0.0750458330148831,10
0.07587383402278647,10
0.08437595795840025,10
0.08686437498545274,10
0.08218799997121096,10
0.08107295795343816,10
0.10739458299940452,10
0.10385633300757036,10
0.07647445797920227,10
0.07697941700462252,10
0.09416220901766792,10
0.07745670800795779,10
0.09241266699973494,10
0.18099612498190254,10
0.07546520797768608,10
0.08326829102588817,10
0.0841060410020873,10
0.08148470899323002,10
0.08123258396517485,10
0.0842321669915691,10
0.08122341701528057,10
0.09648825001204386,10
0.0850802079658024,10
0.09052829199936241,10
0.08498062496073544,10
0.07759958400856704,10
